card_id	german	target_gloss	status	matched_form	expected_pos	example_german	example_english	tatoeba_attribution
x10256	teilnehmen	to participate	sourced	teilnehmen	AUX,VERB	Werden Sie an dem Wettbewerb für englische Reden teilnehmen?	Are you going to take part in the English speech contest?	CC-BY 2.0 (France) Attribution: tatoeba.org #26339 (CK) & #2661086 (Zaghawa)
x10257	unterstützen	to support	sourced	unterstützen	AUX,VERB	Er muss hart arbeiten, um seine Familie zu unterstützen.	He has to work hard in order to support his family.	CC-BY 2.0 (France) Attribution: tatoeba.org #294461 (CK) & #1693762 (al_ex_an_der)
x10258	sich engagieren	to get involved	sourced	engagiert	AUX,VERB	Er engagiert sich ehrenamtlich.	He’s active doing charity work.	CC-BY 2.0 (France) Attribution: tatoeba.org #1315803 (CK) & #1550137 (Pfirsichbaeumchen)
x10259	sich kümmern	to take care	sourced	kümmern	AUX,VERB	Wenn etwas schiefgeht, solltest du dich sofort darum kümmern.	If something goes wrong, you should take care of it at once.	CC-BY 2.0 (France) Attribution: tatoeba.org #1171090 (CK) & #4901980 (Zaghawa)
x10260	sich beschweren	to complain	sourced	beschweren	AUX,VERB	Es ist aber ungewöhnlich, dass Sie sich beschweren.	It’s unusual for you to complain.	CC-BY 2.0 (France) Attribution: tatoeba.org #12088272 (sundown) & #12190473 (Pfirsichbaeumchen)
x10261	beantragen	to apply for / request	sourced	beantragen	AUX,VERB	Darf ich Asyl beantragen?	May I apply for asylum?	CC-BY 2.0 (France) Attribution: tatoeba.org #3826501 (CK) & #4020356 (pullnosemans)
x10262	ausfüllen	to fill in	sourced	ausfüllen	AUX,VERB	Ich war mir nicht sicher, wie ich das Formular ausfüllen sollte.	I wasn’t sure how to fill out the form.	CC-BY 2.0 (France) Attribution: tatoeba.org #6344260 (CK) & #12601398 (Waldelfe)
x10263	unterschreiben	to sign	sourced	unterschreiben	AUX,VERB	Er wurde dazu genötigt, den Vertrag zu unterschreiben.	He was compelled to sign the contract.	CC-BY 2.0 (France) Attribution: tatoeba.org #30208 (CM) & #793459 (Zaghawa)
x10264	bestätigen	to confirm	sourced	bestätigen	AUX,VERB	Wir können nicht bestätigen, dass Kanadier darin verwickelt waren.	We can’t confirm that Canadians were involved.	CC-BY 2.0 (France) Attribution: tatoeba.org #1951425 (CK) & #4158312 (raggione)
x10265	verlängern	to extend	sourced	verlängern	AUX,VERB	Kann ich meinen Aufenthalt um einen Tag verlängern?	Can I extend my stay by a day?	CC-BY 2.0 (France) Attribution: tatoeba.org #11636783 (sundown) & #11637361 (Pfirsichbaeumchen)
x10266	versichern	to insure / assure	sourced	versichern	AUX,VERB	Ich kann dir versichern, dass du dich irrst.	I can assure you that you’re wrong.	CC-BY 2.0 (France) Attribution: tatoeba.org #10287411 (CK) & #2199161 (Pfirsichbaeumchen)
x10267	organisieren	to organize	sourced	organisieren	AUX,VERB	Sie wollte ihn überreden, einen Boykott zu organisieren.	She tried to persuade him to organize a boycott.	CC-BY 2.0 (France) Attribution: tatoeba.org #887476 (CK) & #13725331 (Waldelfe)
x10268	vorbereiten	to prepare	sourced	vorbereiten	AUX,VERB	Du hättest dich auf die Stunde vorbereiten sollen.	You should’ve prepared for the lesson.	CC-BY 2.0 (France) Attribution: tatoeba.org #8986776 (CK) & #1045817 (al_ex_an_der)
x10269	durchführen	to carry out	sourced	durchführen	AUX,VERB	Der Astronaut musste in der Raumfähre eine Menge Experimente durchführen.	The astronaut had to conduct many experiments in the space shuttle.	CC-BY 2.0 (France) Attribution: tatoeba.org #49602 (CM) & #2994873 (pne)
x10270	erledigen	to complete / deal with	sourced	erledigen	AUX,VERB	Sie brauchte den ganzen Nachmittag, um die Arbeit zu erledigen.	She needed the entire afternoon to complete the work.	CC-BY 2.0 (France) Attribution: tatoeba.org #1412516 (CS) & #1214626 (PeterR)
x10271	übernehmen	to take over	sourced	übernehmen	AUX,VERB	Ich werde einmal das Geschäft meines Vaters übernehmen müssen.	I’ll have to take over my father’s business in the future.	CC-BY 2.0 (France) Attribution: tatoeba.org #1427152 (CK) & #1798308 (Pfirsichbaeumchen)
x10272	vertreten	to represent	sourced	vertrete	AUX,VERB	Ich vertrete meinen Vater.	I am acting for my father.	CC-BY 2.0 (France) Attribution: tatoeba.org #261551 (CM) & #8886536 (Pfirsichbaeumchen)
x10273	verantworten	to be responsible for	unsourced		AUX,VERB			
x10274	sich konzentrieren	to concentrate	sourced	konzentrieren	AUX,VERB	Wie können Sie sich konzentrieren?	How can you concentrate?	CC-BY 2.0 (France) Attribution: tatoeba.org #1663814 (Spamster) & #1687850 (Pfirsichbaeumchen)
x10275	sich vorbereiten	to prepare oneself	sourced	vorbereiten	AUX,VERB	Du hättest dich auf die Stunde vorbereiten sollen.	You should’ve prepared for the lesson.	CC-BY 2.0 (France) Attribution: tatoeba.org #8986776 (CK) & #1045817 (al_ex_an_der)
x10276	recherchieren	to research	sourced	recherchiert	AUX,VERB	Der Artikel war gut recherchiert und aufschlussreich.	The article was well researched and insightful.	CC-BY 2.0 (France) Attribution: tatoeba.org #3775681 (patgfisher) & #3775684 (Esperantostern)
x10277	bewerten	to evaluate	sourced	bewerten	AUX,VERB	Du kannst ein Leben nicht in Geld bewerten.	You can’t put a price on a life.	CC-BY 2.0 (France) Attribution: tatoeba.org #3147886 (CK) & #6611215 (Felixjp)
x10278	beurteilen	to assess	sourced	beurteilen	AUX,VERB	Man soll ein Buch nie nach dem Einband beurteilen.	Never judge a book by its cover.	CC-BY 2.0 (France) Attribution: tatoeba.org #10567038 (CK) & #10569485 (Pfirsichbaeumchen)
x10279	sich erinnern an	to remember	sourced	erinnern	AUX,VERB	Ich kann mich noch gut an jenen Tag erinnern.	I remember that day well.	CC-BY 2.0 (France) Attribution: tatoeba.org #8424384 (CK) & #12435801 (Waldelfe)
x10280	abhängen von	to depend on	unsourced		AUX,VERB			
x10281	bestehen aus	to consist of	sourced	bestehen	AUX,VERB	Die Ringe um Saturn bestehen aus Staub und Eis.	The rings around Saturn are made up of dust and ice.	CC-BY 2.0 (France) Attribution: tatoeba.org #3955710 (Hybrid) & #6787584 (eik_dahms)
x10282	gehören zu	to belong to	sourced	gehören	AUX,VERB	Die Leute, die hier leben, gehören zur Oberklasse.	The people living here belong to the upper class.	CC-BY 2.0 (France) Attribution: tatoeba.org #61747 (CK) & #1506125 (samueldora)
x10283	sich entscheiden für	to decide for	sourced	entschieden	AUX,VERB	Er hat sich für eine neue Politik entschieden.	He had decided on a new policy.	CC-BY 2.0 (France) Attribution: tatoeba.org #299909 (CK) & #2441520 (karstenenh)
x10284	sich gewöhnen an	to get used to	sourced	gewöhnen	AUX,VERB	An Toms Eigenheiten muss man sich ein bisschen gewöhnen.	Tom’s idiosyncrasies take a bit of getting used to.	CC-BY 2.0 (France) Attribution: tatoeba.org #4885704 (patgfisher) & #4886623 (raggione)
x10285	sich verlassen auf	to rely on	sourced	verlassen	AUX,VERB	Ich brauche Leute, auf die ich mich verlassen kann.	I need people I can rely on.	CC-BY 2.0 (France) Attribution: tatoeba.org #3196565 (CK) & #3196856 (Pfirsichbaeumchen)
x10286	sich informieren über	to inform oneself about	unsourced		AUX,VERB			
x10287	erfahren	to find out / experience	sourced	erfahren	AUX,VERB	Ich kann es nicht erwarten zu erfahren, ob das stimmt.	I can’t wait to find out whether it’s true.	CC-BY 2.0 (France) Attribution: tatoeba.org #10178143 (AlanF_US) & #10179111 (Pfirsichbaeumchen)
x10288	mitteilen	to inform / communicate	sourced	mitteilen	AUX,VERB	Wir müssen Ihnen leider mitteilen, dass Ihre Bewerbung abgelehnt wurde.	I regret to inform you that your application has been refused.	CC-BY 2.0 (France) Attribution: tatoeba.org #245229 (CK) & #3198107 (Pfirsichbaeumchen)
x10289	warnen	to warn	sourced	warnen	AUX,VERB	Ich hätte dich warnen sollen, dass das passieren kann.	I should’ve warned you that this might happen.	CC-BY 2.0 (France) Attribution: tatoeba.org #3734809 (CK) & #3817855 (Tamy)
x10290	beraten	to advise	sourced	beraten	AUX,VERB	Es gibt keinen Grund, ihn zu beraten.	There is no point in giving him advice.	CC-BY 2.0 (France) Attribution: tatoeba.org #285132 (CM) & #4834524 (LanguageBreaker)
x10291	überzeugen	to convince	sourced	überzeugen	AUX,VERB	Dies allein reicht schon aus, um uns zu überzeugen.	This alone is enough to convince us.	CC-BY 2.0 (France) Attribution: tatoeba.org #56105 (CM) & #1540347 (nemoli)
x10292	beeinflussen	to influence	sourced	beeinflussen	AUX,VERB	Warum sollten sie versuchen, ihn zu beeinflussen?	Why should they try to influence him?	CC-BY 2.0 (France) Attribution: tatoeba.org #914106 (Jane_Austen) & #1556067 (Pfirsichbaeumchen)
x10293	respektieren	to respect	sourced	respektieren	AUX,VERB	Es ist sehr wichtig, die Regeln zu respektieren.	It’s very important to respect the rules.	CC-BY 2.0 (France) Attribution: tatoeba.org #639562 (Dejo) & #385185 (MUIRIEL)
x10294	behandeln	to treat / deal with	sourced	behandeln	AUX,VERB	Hören Sie auf, mich wie ein Kind zu behandeln!	Stop treating me like a kid.	CC-BY 2.0 (France) Attribution: tatoeba.org #6729444 (CK) & #8684847 (manese)
x10295	schützen	to protect	sourced	schützen	AUX,VERB	Sie riskierte ihr Leben, um ihr Kind zu schützen.	She risked her life to protect her child.	CC-BY 2.0 (France) Attribution: tatoeba.org #317151 (CK) & #340835 (MUIRIEL)
x10296	umweltfreundlich	environmentally friendly	sourced	umweltfreundlich	ADJ,ADV	Wie umweltfreundlich sind elektrische Autos?	How environmentally friendly are electric cars?	CC-BY 2.0 (France) Attribution: tatoeba.org #5846331 (CK) & #8072512 (Pfirsichbaeumchen)
x10297	nachhaltig	sustainable	unsourced		ADJ,ADV			
x10298	öffentlich	public	sourced	öffentlich	ADJ,ADV	Sie werden sich bald daran gewöhnen, öffentlich zu reden.	You’ll soon get used to speaking in public.	CC-BY 2.0 (France) Attribution: tatoeba.org #70025 (CK) & #11940714 (Naina)
x10299	sozial	social	sourced	soziale	ADJ,ADV	Soziale Einstellungen erfordern oft Generationen, um sich zu ändern.	Social attitudes oftentimes take generations to change.	CC-BY 2.0 (France) Attribution: tatoeba.org #5761669 (Hybrid) & #8302057 (GuidoW)
x10300	politisch	political	sourced	politisch	ADJ,ADV	Die sind politisch verbündet und werden sich gegenseitig helfen.	Those people are political allies and will help each other.	CC-BY 2.0 (France) Attribution: tatoeba.org #680157 (Source_VOA) & #9751351 (Pfirsichbaeumchen)
x10301	wirtschaftlich	economic	sourced	wirtschaftlich	ADJ,ADV	Er ist wirtschaftlich nicht unabhängig von seinen Eltern.	He is not economically independent of his parents.	CC-BY 2.0 (France) Attribution: tatoeba.org #295717 (CM) & #753727 (Esperantostern)
x10302	kulturell	cultural	sourced	kulturelles	ADJ,ADV	Wir müssen mehr tun, um unser kulturelles Erbe zu schützen.	We must do more to protect our cultural heritage.	CC-BY 2.0 (France) Attribution: tatoeba.org #6310343 (Hybrid) & #6313043 (Pfirsichbaeumchen)
x10303	regional	regional	sourced	regionaler	ADJ,ADV	Ausländische Investoren zogen sich wegen regionaler politischer Unruhen zurück.	Foreign investors backed off because of regional political unrest.	CC-BY 2.0 (France) Attribution: tatoeba.org #21892 (Swift) & #460609 (Pfirsichbaeumchen)
x10304	international	international	sourced	internationale	ADJ,ADV	Internationale Händler kommen nur mit Mühe über die Runden.	International traders are struggling just to get by.	CC-BY 2.0 (France) Attribution: tatoeba.org #241425 (CM) & #1637072 (Zaghawa)
x10305	gemeinsam	joint / together	sourced	gemeinsam	ADJ,ADV	Mein Ehemann und ich pflegten gemeinsam bergsteigen zu gehen.	My husband and I used to go mountain climbing together.	CC-BY 2.0 (France) Attribution: tatoeba.org #5114969 (Zurich899) & #1581963 (al_ex_an_der)
x10306	unterschiedlich	different	sourced	unterschiedlich	ADJ,ADV	In vielen Kulturen kleiden sich Männer und Frauen unterschiedlich.	In many cultures, men and women dress differently.	CC-BY 2.0 (France) Attribution: tatoeba.org #1862545 (Spamster) & #1864911 (Pfirsichbaeumchen)
x10307	verfügbar	available	sourced	verfügbar	ADJ,ADV	Fossile Brennstoffe werden nicht für alle Zeit verfügbar sein.	Fossil fuels won’t be available forever.	CC-BY 2.0 (France) Attribution: tatoeba.org #25341 (CK) & #1708924 (Pfirsichbaeumchen)
x10308	notwendig	necessary	sourced	notwendig	ADJ,ADV	Er bat mich um mehr Geld, als notwendig war.	He asked me for more money than was necessary.	CC-BY 2.0 (France) Attribution: tatoeba.org #303073 (CK) & #1905825 (Tamy)
x10309	geeignet	suitable	sourced	geeignet	ADJ,ADV,VERB	Dieser Stoff ist nicht geeignet für ein Kleid.	This material is not suitable for a dress.	CC-BY 2.0 (France) Attribution: tatoeba.org #58228 (CM) & #2798466 (Tamy)
x10310	verantwortlich	responsible	sourced	verantwortlich	ADJ,ADV	Ich bin es, der für den Unfall verantwortlich ist.	I’m the one responsible for the accident.	CC-BY 2.0 (France) Attribution: tatoeba.org #527410 (darinmex) & #362304 (Wolf)
x10311	erfolgreich	successful	sourced	erfolgreich	ADJ,ADV	Um erfolgreich zu sein, musst du dich mehr anstrengen.	If you are to succeed, you must try harder.	CC-BY 2.0 (France) Attribution: tatoeba.org #271278 (CM) & #2689154 (raggione)
x10312	selbstständig	independent / self-employed	sourced	selbständig	ADJ,ADV	Sie ist selbständig.	She’s self-employed.	CC-BY 2.0 (France) Attribution: tatoeba.org #1768865 (Spamster) & #1768870 (Pfirsichbaeumchen)
x10313	arbeitslos	unemployed	sourced	arbeitslos	ADJ,ADV	Millionen von Menschen in den Vereinigten Staaten sind arbeitslos.	Millions of people in the United States are unemployed.	CC-BY 2.0 (France) Attribution: tatoeba.org #3598205 (Hybrid) & #3598327 (Pfirsichbaeumchen)
x10314	wahrscheinlich	probably / likely	sourced	wahrscheinlich	ADJ,ADV	Wenn du so weitermachst, wirst du wahrscheinlich 120 Jahre werden.	If you keep on like this, you’ll probably live to reach 120!	CC-BY 2.0 (France) Attribution: tatoeba.org #328729 (CK) & #676062 (Manfredo)
x10315	unwahrscheinlich	unlikely	sourced	unwahrscheinlich	ADJ,ADV	Ich denke, es ist unwahrscheinlich, dass Pflanzen Schmerz empfinden.	I think it’s unlikely that plants feel pain.	CC-BY 2.0 (France) Attribution: tatoeba.org #953645 (CK) & #1184954 (jakov)
x10316	offensichtlich	obvious / obviously	sourced	offensichtlich	ADJ,ADV	Es ist offensichtlich, dass du ein kluger Junge bist.	It’s obvious that you are an intelligent boy.	CC-BY 2.0 (France) Attribution: tatoeba.org #1634961 (Amastan) & #1712481 (Pfirsichbaeumchen)
x10317	tatsächlich	actually / indeed	sourced	tatsächlich	ADJ,ADV	Ich kann nicht glauben, dass Sie das tatsächlich tun.	I can’t believe you’re actually doing this.	CC-BY 2.0 (France) Attribution: tatoeba.org #7453139 (Hybrid) & #12636142 (Waldelfe)
x10318	besonders	especially	sourced	besonders	ADV	Pass besonders auf, wenn du auf vereisten Wegen gehst.	Be especially careful when walking on icy paths.	CC-BY 2.0 (France) Attribution: tatoeba.org #10228175 (sundown) & #692798 (samueldora)
x10319	hauptsächlich	mainly	sourced	hauptsächlich	ADJ,ADV	Kinder lügen hauptsächlich, um keinen Ärger zu bekommen.	The main reason kids tell lies is to avoid getting into trouble.	CC-BY 2.0 (France) Attribution: tatoeba.org #4219348 (patgfisher) & #4239216 (Pfirsichbaeumchen)
x10320	außerdem	besides / moreover	sourced	ausserdem	ADV	Diese Tasche ist ausgezeichnet und außerdem noch günstig.	This bag is both good and inexpensive.	CC-BY 2.0 (France) Attribution: tatoeba.org #60655 (CK) & #557460 (xtofu80)
x10321	allerdings	however	sourced	allerdings	ADV	Ich würde es kaufen, allerdings ist es zu teuer.	I would buy it, except that it costs too much.	CC-BY 2.0 (France) Attribution: tatoeba.org #41376 (CK) & #1972416 (Tamy)
x10322	daher	therefore	sourced	daher	ADV	Du hast gewisse Privilegien und daher auch entsprechende Pflichten.	You have certain privileges and therefore corresponding responsibilities.	CC-BY 2.0 (France) Attribution: tatoeba.org #32248 (CM) & #2970804 (Pfirsichbaeumchen)
x10323	dadurch	thereby	sourced	dadurch	ADV	Kann man dadurch klüger werden, wenn man Fleisch ißt?	Can eating meat make you smarter?	CC-BY 2.0 (France) Attribution: tatoeba.org #7131664 (CM) & #12619120 (Waldelfe)
x10324	damit	so that / with it	sourced	damit	ADV,CCONJ	Ich warte so lange, bis du damit fertig bist.	I’ll wait until you’ve finished doing that.	CC-BY 2.0 (France) Attribution: tatoeba.org #10952545 (CK) & #12686122 (Waldelfe)
x10325	stattdessen	instead	sourced	stattdessen	ADV	Du kannst stattdessen am Montag kommen.	You can come on Monday instead.	CC-BY 2.0 (France) Attribution: tatoeba.org #2628930 (Olya) & #13402738 (Vortarulo)
x10326	währenddessen	meanwhile	sourced	währenddessen	ADV	Ich weiß gar nicht mehr, was ich gegessen habe, weil ich währenddessen telefonierte.	I don’t remember what I ate because I was on my phone while I was eating.	CC-BY 2.0 (France) Attribution: tatoeba.org #11159754 (CK) & #13642530 (Waldelfe)
x10327	zum Beispiel	for example	sourced	beispiel	ADJ,ADP,ADV,AUX,CCONJ,DET,INTJ,NOUN,NUM,PART,PRON,SCONJ,VERB	„Tatoeba“ heißt „zum Beispiel“ auf Japanisch.	“Tatoeba” means “for example” in Japanese.	CC-BY 2.0 (France) Attribution: tatoeba.org #525267 (Snout) & #622223 (BraveSentry)
x10328	im Gegensatz dazu	in contrast	unsourced		ADJ,ADP,ADV,AUX,CCONJ,DET,INTJ,NOUN,NUM,PART,PRON,SCONJ,VERB			
x10329	einerseits	on the one hand	unsourced		ADV			
x10330	andererseits	on the other hand	sourced	andererseits	ADV	Es ist billig, aber andererseits ist es nicht gut.	It is cheap, but on the other hand it is not good.	CC-BY 2.0 (France) Attribution: tatoeba.org #42230 (CM) & #2124631 (Tamy)
x10331	inzwischen	meanwhile	sourced	inzwischen	ADV	Inzwischen war die Nacht hereingebrochen.	Meanwhile, night had fallen.	CC-BY 2.0 (France) Attribution: tatoeba.org #9951595 (sundown) & #9843983 (GaryGaryGary)
x10332	bisher	so far	sourced	bisher	ADV	Bisher habe ich nur drei Exemplare meines Buches verkauft.	I’ve only sold three copies of my book so far.	CC-BY 2.0 (France) Attribution: tatoeba.org #11777324 (CK) & #12585019 (Waldelfe)
x10333	künftig	in future	sourced	künftig	ADJ,ADV	Roboter werden künftig immer alltäglicher werden.	Robots will become more common in the future.	CC-BY 2.0 (France) Attribution: tatoeba.org #8217791 (Hybrid) & #8787740 (Pfirsichbaeumchen)
x10334	früher	formerly	sourced	früher	ADJ,ADV	In diesem Gebäude war früher ein Hotel.	This building was formerly a hotel.	CC-BY 2.0 (France) Attribution: tatoeba.org #7120445 (CM) & #12017696 (Pfirsichbaeumchen)
x10335	rechtzeitig	in time	sourced	rechtzeitig	ADJ,ADV	Ich bin gerannt, um es noch rechtzeitig zu schaffen.	I ran so I would be on time.	CC-BY 2.0 (France) Attribution: tatoeba.org #1276133 (CK) & #1360457 (SeeVogel)
x10336	regelmäßig	regularly	sourced	regelmässig	ADJ,ADV	Sechzig Prozent der erwachsenen japanischen Männer trinken regelmäßig Alkohol.	Sixty percent of Japanese adult males drink alcoholic beverages on a regular basis.	CC-BY 2.0 (France) Attribution: tatoeba.org #281785 (CK) & #596382 (samueldora)
x10337	häufig	frequently	sourced	häufig	ADJ,ADV	In dieser Gegend gibt es häufig Taifune.	Typhoons are frequent in this region.	CC-BY 2.0 (France) Attribution: tatoeba.org #57903 (CK) & #2752086 (Tamy)
x10338	allmählich	gradually	sourced	allmählich	ADJ,ADV	Im Zimmer wird es allmählich dunkler und dunkler.	The room gradually got darker.	CC-BY 2.0 (France) Attribution: tatoeba.org #9211672 (sundown) & #2020537 (al_ex_an_der)
x10339	schließlich	finally	sourced	schliesslich	ADV	Marys Traum, ins Ausland zu gehen, wurde schließlich Wirklichkeit.	Mary’s dream of going abroad finally became a reality.	CC-BY 2.0 (France) Attribution: tatoeba.org #21937 (Swift) & #341252 (MUIRIEL)
x10340	ungewöhnlich	unusual	sourced	ungewöhnlich	ADJ,ADV	Es ist ungewöhnlich, dass du zu früh kommst.	It’s unusual for you to be early.	CC-BY 2.0 (France) Attribution: tatoeba.org #12088270 (sundown) & #12189353 (Pfirsichbaeumchen)
x10341	üblich	usual	sourced	üblich	ADJ,ADV	Diesen Winter hatten wir mehr Schnee als üblich.	This winter, we had more snow than usual.	CC-BY 2.0 (France) Attribution: tatoeba.org #11359425 (sundown) & #1821218 (Zaghawa)
x10342	angenehm	pleasant	sourced	angenehm	ADJ,ADV	Das Wetter ist schon die ganze Woche über angenehm.	The weather has been pleasant all week.	CC-BY 2.0 (France) Attribution: tatoeba.org #1665068 (IndoBharat) & #5320164 (Pfirsichbaeumchen)
x10343	unangenehm	unpleasant	sourced	unangenehmer	ADJ,ADV	Das ist aber ein sehr unangenehmer Geruch.	That’s a very unpleasant smell.	CC-BY 2.0 (France) Attribution: tatoeba.org #8845156 (CK) & #12559201 (Waldelfe)
x10344	enttäuscht	disappointed	sourced	enttäuscht	ADJ,ADV,VERB	Es tut mir leid, dass ich Sie enttäuscht habe.	I’m sorry I disappointed you.	CC-BY 2.0 (France) Attribution: tatoeba.org #3024846 (CK) & #12553601 (Waldelfe)
x10345	begeistert	enthusiastic	sourced	begeistert	ADJ,ADV	Du hörst dich nicht sehr begeistert an.	You don’t sound very enthusiastic.	CC-BY 2.0 (France) Attribution: tatoeba.org #9444428 (sundown) & #7525675 (raggione)
x10346	besorgt	worried	sourced	besorgt	ADJ,ADV	Ich wüsste gerne, warum sie so besorgt ist.	I wonder why she is so worried.	CC-BY 2.0 (France) Attribution: tatoeba.org #308113 (CK) & #6372533 (raggione)
x10347	stolz	proud	sourced	stolz	ADJ,ADV	Ich bin stolz auf das, was du erreicht hast.	I’m proud of what you’ve accomplished.	CC-BY 2.0 (France) Attribution: tatoeba.org #7298730 (Hybrid) & #7299759 (Pfirsichbaeumchen)
x10348	peinlich	embarrassing	sourced	peinlich	ADJ,ADV	Mama, hör auf! Das ist so was von peinlich!	Mom! Stop! You’re embarrassing me.	CC-BY 2.0 (France) Attribution: tatoeba.org #2235444 (Hybrid) & #2239248 (Pfirsichbaeumchen)
x10349	mutig	brave	sourced	mutig	ADJ,ADV	Du bist entweder sehr mutig oder aber sehr töricht.	You’re either very brave or very stupid.	CC-BY 2.0 (France) Attribution: tatoeba.org #3006701 (Hybrid) & #11137748 (Pfirsichbaeumchen)
x10350	vorsichtig	careful	sourced	vorsichtig	ADJ,ADV	Sei bei ihm vorsichtig! Er ist ein Don Juan.	Be careful with him. He’s a Don Juan.	CC-BY 2.0 (France) Attribution: tatoeba.org #2264725 (_undertoad) & #2332824 (Pfirsichbaeumchen)
x10351	zuverlässig	reliable	sourced	zuverlässig	ADJ,ADV	Es scheint, dass unser Orientierungssinn nicht immer zuverlässig ist.	It seems that our sense of direction is not always reliable.	CC-BY 2.0 (France) Attribution: tatoeba.org #247680 (CK) & #2973139 (Zaghawa)
x10352	analysieren	to analyse	sourced	analysieren	AUX,VERB	Analysieren Sie das hier bitte.	I want you to analyze this.	CC-BY 2.0 (France) Attribution: tatoeba.org #2012693 (CK) & #8174880 (Pfirsichbaeumchen)
x10353	interpretieren	to interpret	sourced	interpretieren	AUX,VERB	Menschen mit geringem Selbstwertgefühl neigen dazu, alles in einer negativen Art und Weise zu interpretieren.	People with low self-esteem tend to interpret everything in a negative way.	CC-BY 2.0 (France) Attribution: tatoeba.org #2943433 (patgfisher) & #2943423 (al_ex_an_der)
x10354	einschätzen	to assess / estimate	sourced	einschätzen	AUX,VERB	Ich kann Menschen, wie du weißt, ganz gut einschätzen.	I’m, as you know, a good judge of character.	CC-BY 2.0 (France) Attribution: tatoeba.org #11963118 (CK) & #13536415 (Waldelfe)
x10355	schlussfolgern	to conclude	sourced	schlussfolgern	AUX,VERB	Nur weil sich niemand beschwert, kann man noch lange nicht schlussfolgern, dass die Kunden zufrieden sind.	Just because no one’s complaining doesn’t mean the customers are happy.	CC-BY 2.0 (France) Attribution: tatoeba.org #9387301 (DJ_Saidez) & #9387310 (Pfirsichbaeumchen)
x10356	nachweisen	to demonstrate / prove	sourced	nachgewiesen	AUX,VERB	Die Unschuld des Angeklagten konnte nicht nachgewiesen werden.	The defendant’s innocence could not be verified.	CC-BY 2.0 (France) Attribution: tatoeba.org #2268086 (_undertoad) & #2290583 (Pfirsichbaeumchen)
x10357	belegen	to substantiate	sourced	belegen	AUX,VERB	Hast du Beweise, die seine Schuld belegen?	Do you have any evidence to prove him guilty?	CC-BY 2.0 (France) Attribution: tatoeba.org #287734 (CM) & #2874160 (Pfirsichbaeumchen)
x10358	widerlegen	to refute	sourced	widerlegt	AUX,VERB	Ich bin froh, widerlegt worden zu sein.	I’m happy to have been proven wrong.	CC-BY 2.0 (France) Attribution: tatoeba.org #1515064 (darinmex) & #12330918 (Pfirsichbaeumchen)
x10359	differenzieren	to differentiate	unsourced		AUX,VERB			
x10360	berücksichtigen	to take into account	sourced	berücksichtigen	AUX,VERB	Du musst die Tatsache berücksichtigen, dass er zu jung ist.	You must take into account the fact that he is too young.	CC-BY 2.0 (France) Attribution: tatoeba.org #69040 (CK) & #362767 (Kerstin)
x10361	hinterfragen	to question critically	sourced	hinterfragen	AUX,VERB	Einige Leute würden den Wahrheitsgehalt solcher Gerüchte hinterfragen.	Some people would question the truth of such rumors.	CC-BY 2.0 (France) Attribution: tatoeba.org #41416 (Swift) & #1977056 (Tamy)
x10362	argumentieren	to argue	sourced	argumentierte	AUX,VERB	Er argumentierte, dass der Richtungswechsel in der Politik zwangsläufig die Wirtschaft in die Rezession führen würde.	He argued that the new policy was bound to drive the economy into recession.	CC-BY 2.0 (France) Attribution: tatoeba.org #46109 (CK) & #2518577 (Tamy)
x10363	erörtern	to discuss in depth	sourced	erörtern	AUX,VERB	Komme frühzeitig, damit wir die Vorhaben erörtern können!	Come early so we can discuss the plans.	CC-BY 2.0 (France) Attribution: tatoeba.org #2163123 (Source_VOA) & #3212710 (al_ex_an_der)
x10364	formulieren	to formulate	sourced	formulieren	AUX,VERB	Besser hätte auch ich es nicht formulieren können.	I couldn’t have said it better.	CC-BY 2.0 (France) Attribution: tatoeba.org #2735234 (Hybrid) & #2735148 (al_ex_an_der)
x10365	präzisieren	to specify	unsourced		AUX,VERB			
x10366	verdeutlichen	to clarify	unsourced		AUX,VERB			
x10367	vermitteln	to convey	sourced	vermitteln	AUX,VERB	Meine Gefühle lassen sich durch Worte nicht vermitteln.	Words cannot convey my feelings.	CC-BY 2.0 (France) Attribution: tatoeba.org #239759 (U2FS) & #6313034 (raggione)
x10368	darstellen	to present / depict	sourced	dargestellt	AUX,VERB	Heilige werden immer mit einem Heiligenschein über dem Kopf dargestellt.	Saints are always depicted with a halo over their heads.	CC-BY 2.0 (France) Attribution: tatoeba.org #1405933 (CM) & #4052360 (Pfirsichbaeumchen)
x10369	kennzeichnen	to characterize	unsourced		AUX,VERB			
x10370	voraussetzen	to presuppose	unsourced		AUX,VERB			
x10371	bewirken	to bring about	sourced	bewirken	AUX,VERB	Alle Suchtmittel bewirken eine vermehrte Freisetzung von Dopamin im Gehirn.	All drugs of addiction increase the release of dopamine in the brain.	CC-BY 2.0 (France) Attribution: tatoeba.org #4638784 (patgfisher) & #4655103 (brauchinet)
x10372	verursachen	to cause	sourced	verursachen	AUX,VERB	Der Verzehr von zu viel Fett soll Herzkrankheiten verursachen.	Eating too much fat is supposed to cause heart disease.	CC-BY 2.0 (France) Attribution: tatoeba.org #23609 (CK) & #5291960 (Sudajaengi)
